[00:00 - 00:05] ありますので、またご協力いただけると嬉しいです。
[01:43:53 - 01:43:58] 急ぎの場合はご連絡いただければ対応いたしますので
[01:43:58 - 01:44:00] ただそうでない場合は
[01:44:00 - 01:44:06] なるべく平日に出荷指示いただきたいなと思っていますので
[01:44:06 - 01:44:14] 土日ですとかスタッフの数を極力少なく
[01:44:14 - 01:44:16] 少人数でやっているので
[01:44:16 - 01:44:20] そこだけご協力いただけたらなと思っています
[01:44:20 - 01:44:28] 099の送り書というか帳表については
[01:44:28 - 01:44:31] 今の印刷のしますが
[01:44:31 - 01:44:34] ここは全然シンプルなUパックじゃないんです
[01:44:34 - 01:44:37] ただこちらの帳は出てくると
[01:44:37 - 01:44:39] 一枚だけなので
[01:44:39 - 01:44:49] これも同じくピッキングですとか
[01:44:49 - 01:44:54] そういった行為に関しては 全く一緒になりますので
[01:44:54 - 01:44:58] 帳表が出てきたら このZ01から
[01:44:58 - 01:45:00] 周辺のところに
[01:45:00 - 01:45:03] ちょっとZ01っていうロケなんですけど
[01:45:03 - 01:45:06] 今 AとBと分けておりました
[01:45:06 - 01:45:10] 今 Zというのが
[01:45:10 - 01:45:13] 商品じゃなくて 保留品
[01:45:13 - 01:45:16] 何らかの理由で これを保留にしておいてとか
[01:45:16 - 01:45:22] 商品を検品して壊れていたとかを想定しています
[01:45:22 - 01:45:26] 壊れているんだけれども事前に連絡して
[01:45:26 - 01:45:28] ただAとBに置いてしまうと
[01:45:28 - 01:45:32] 商品が引き当たってお客様のところに出荷されてしまうので
[01:45:32 - 01:45:35] Zというところでしております
[01:45:35 - 01:45:41] 一応ロット管理ですとか
[01:45:41 - 01:45:43] 商品権管理もそうですけど
[01:45:43 - 01:45:46] 古いものから引き当たっていくんですけれど
[01:45:46 - 01:45:51] そうじゃない場合は基本的にはロケの若い順から出荷して
[01:45:51 - 01:45:53] どんどん商品が引き当たっていきます
[01:45:53 - 01:45:55] なのでそういった制御をする場合
[01:45:55 - 01:45:58] ごと管理とアクションの期限を制御する場合はそっちから優先されて
[01:45:58 - 01:46:02] そうじゃない場合はそれ以外はロケの若い順に
[01:46:02 - 01:46:06] どんどんどんどん無くなっていくというところになります
[01:46:06 - 01:46:09] 大きいことはぜひお伺いすれば
[01:46:09 - 01:46:15] もらって物と一緒にもらって持って帰って
[01:46:15 - 01:46:19] 例えば 使うことがあるんだったら必要です
[01:46:19 - 01:46:23] 持って帰って そのまま入れることがあるのか
[01:46:23 - 01:46:25] あるか分からない でも失踪するんだったら
[01:46:25 - 01:46:28] ちゃんと両方も考えておかないといけない
[01:46:28 - 01:46:32] 一応こちらについては納品証
[01:46:32 - 01:46:37] 先ほどのお買い上げ明細みたいなのじゃなくて
[01:46:37 - 01:46:40] 基本的な納品証とかにして
[01:46:40 - 01:46:43] このピッキングリストはあれですけど
[01:46:43 - 01:46:46] 認証と一緒に置いておく
[01:46:46 - 01:46:50] これも坪田さんとお話ししてましたけど
[01:46:50 - 01:46:53] 基本的には御社の方で取りに来ていただくものが
[01:46:53 - 01:46:56] これに当たるのかなと思っておりますので
[01:46:56 - 01:47:00] なのでどっかダメダメスの在庫からは落としておいて
[01:47:00 - 01:47:03] どっか違うところに保管して
[01:47:03 - 01:47:04] お越しになられたときに
[01:47:04 - 01:47:09] はいこれですとお渡しできるような状態にしておくのが目的なので
[01:47:09 - 01:47:12] 多分そのまま送ったりもないので
[01:47:12 - 01:47:14] ぶっ壊したりするんですよ。
[01:47:14 - 01:47:17] 別の理由で力を送りたいとか。
[01:47:34 - 01:47:38] 一応先ほど、これも一体型燃費用、
[01:47:38 - 01:47:45] 締め付いてるやつに使うんですけど、今ちょっとコピー用紙にしたので、今ちょっとピッキングしていきます。
[01:47:49 - 01:47:56] 今ちょっと説明漏れてましたが、ピッキングの時には、このロケに行って数量を確認します。
[01:47:56 - 01:48:03] と、もう一つ、これは商品のバーコードになるんですけど、これの末尾がちょっと太文字になってます。
[01:48:03 - 01:48:10] 基本的にはこの末尾4桁とこの4桁が合っているかどうかというこの3点を確認しておりますので
[01:48:10 - 01:48:18] ピック間違いというところも確認しているというところでご紹介します
[01:48:18 - 01:48:30] 最後これするんで4月から
[01:48:30 - 01:48:30] 分かりやすい
[01:48:30 - 01:48:31] 分かりますよね
[01:48:31 - 01:48:40] で、これの場合、先ほどは最後、Uパックのサイズを聞かれましたが、これの場合はありませんので、これでも終わりです。
[01:48:40 - 01:48:50] これをこういった状態にして、これとこれをお渡しするというような場合になります。
[01:48:50 - 01:48:55] これが、その多出荷というふうに呼んでいるものです。
[01:48:55 - 01:49:03] ですのでその他出荷もあったらご連絡いただければなとは思っていますし
[01:49:03 - 01:49:08] それは出荷指示データを入力したときデータで取りに行きますみたいな
[01:49:08 - 01:49:12] いついつ取りに行きますのでというところでお知らせいただければ
[01:49:12 - 01:49:18] ちなみにこの状態であればいつ取りに来ていただいてもいい状態になってますので
[01:49:18 - 01:49:26] 例えばあと10分後に行くっていう連絡いただければ急げますし
[01:49:26 - 01:49:28] なるべく仕事はなくしてね
[01:49:28 - 01:49:34] 1日か3日前ぐらいに
[01:49:34 - 01:49:38] ちょっと極端でした
[01:49:38 - 01:49:42] もし仮になるんですけど
[01:49:42 - 01:49:44] この場合でどうしても行けないと
[01:49:44 - 01:49:46] でも物は欲しい
[01:49:46 - 01:49:49] 送ってくださいってなった場合は
[01:49:49 - 01:49:51] うちに送ってください
[01:49:51 - 01:49:53] 中はここあります
[01:49:53 - 01:49:55] それでどうだろう
[01:49:55 - 01:49:57] 普通の送り所で出すか
[01:49:57 - 01:49:59] なんか手書きのって言ってましたけど
[01:49:59 - 01:50:00] 手書きのあります
[01:50:00 - 01:50:01] 手書きので
[01:50:04 - 01:50:07] ただそうなると
[01:50:07 - 01:50:09] 運賃的な問題なので
[01:50:09 - 01:50:11] やっぱりそのままタリフを使わせてもらう
[01:50:11 - 01:50:13] だからもしそれが必要なんだったらさ
[01:50:13 - 01:50:15] 普通に出荷指示で出して
[01:50:15 - 01:50:22] その他の多分出荷指示は出すんですけど 何か内容的に変えることはあるのかなっていう
[01:50:22 - 01:50:31] 今通帳の方というかこっちの方は基本的に 悟空システムを通ってるデータなのかなって
[01:50:31 - 01:50:37] 悟空も通ってるんですけど 実は内部的には手入力してる項目もあるので
[01:50:37 - 01:50:45] だから想定される女性が例えばこっちで抱えている在庫が急遽とか別で欲しいとかっていうことを想定してるんでしょ
[01:50:45 - 01:50:48] それは普通に出荷指示として出せばいいんだと思う
[01:50:48 - 01:50:54] 出荷指示データはその他出荷の時も一応作るじゃないですか
[01:50:54 - 01:50:58] それは取りに行くという話でしてたと思うんですね
[01:50:58 - 01:51:02] じゃなくて送ってもらう場合も出荷指示データを作りますが
[01:51:02 - 01:51:06] こちらとして設定を変えるみたいなことってあるんですか
[01:51:06 - 01:51:10] その違いはどこで出せたのですか? 掘りに行くパターンとかってことですか?
[01:51:10 - 01:51:19] 要するに出荷が必要なものは、出荷っていうか発送が必要なものは出荷で、発送が必要なものはこっちの他出荷っていう考えにしておけばいいんじゃないですか?
[01:51:19 - 01:51:23] なんですけど、その他出荷も結局出荷指示データを作るので
[01:51:23 - 01:51:25] ここですね、これが2発
[01:51:25 - 01:51:27] そこで99を選んどけばいいんですか?
[01:51:27 - 01:51:32] 99にすればこのパターンですし、0日だったらこっちになる
[01:51:32 - 01:51:35] 運送会社コード
[01:51:35 - 01:51:39] 99って入れておけば止め置きになって
[01:51:39 - 01:51:42] 01にすると発送になる
[01:51:42 - 01:51:43] U-PACKの送り状が出てくる
[01:51:43 - 01:51:45] というので十分じゃない?
[01:51:46 - 01:51:46] それで大丈夫?
[01:51:48 - 01:51:50] あとその隣の商品種別もそうです
[01:51:50 - 01:51:53] 01U-PACKで21がU-PACKになります
[01:51:53 - 01:51:58] そこ99の場合は商品種別は
[01:51:58 - 01:52:00] 手で取りに行くかっていう
[01:52:00 - 01:52:02] 送り状が出ない
[01:52:02 - 01:52:03] 出ない
[01:52:03 - 01:52:29] その他出荷するときは
[01:52:29 - 01:52:30] 99の
[01:52:30 - 01:52:34] 運送会社99の商品種別は51ですね
[01:52:34 - 01:52:46] 一応今日このテストで使った一通りのデータというのは
[01:52:46 - 01:52:49] お送りさせていただきますので
[01:52:49 - 01:52:49] はい
[01:52:49 - 01:52:54] はい
[01:52:54 - 01:52:57] ありがとうございます
[01:52:57 - 01:53:04] ちょっと前に話題に出ておりました
[01:53:04 - 01:53:09] U-PACの確定データというのを申請していきますが
[01:53:09 - 01:53:14] ちょっと今作業の進捗を見ます
[01:53:14 - 01:53:19] 今日出荷作業どのくらい終わったのかというのが
[01:53:19 - 01:53:23] WMSのチェックで今の状態です
[01:53:23 - 01:53:30] 全て納品書確認率100%
[01:53:30 - 01:53:36] 基本的にこの倉庫の作業で一番進められるステータスは
[01:53:36 - 01:53:39] 納品書確認というところまでだと思ってください
[01:53:39 - 01:53:45] 作業が終わった後にWMSを出荷確定という作業をすると
[01:53:45 - 01:53:48] 次のところが100%になりますので
[01:53:48 - 01:53:50] 出荷率が100%になるということですね
[01:53:50 - 01:53:54] 今ちょっと確定してみます
[01:53:54 - 01:54:05] この3つを救急を含めて
[01:54:05 - 01:54:07] これ全て終わっているので
[01:54:07 - 01:54:09] 送付側の作業になります
[01:54:09 - 01:54:13] 先ほどの進捗を見ると
[01:54:13 - 01:54:15] 100%
[01:54:15 - 01:54:17] この状態で
[01:54:17 - 01:54:22] 出荷実績データを出力していただくことができます
[01:54:22 - 01:54:33] 今の確定の段階でメールが
[01:54:33 - 01:54:35] 確定しましたので
[01:54:35 - 01:54:37] ダウンロード
[01:54:37 - 01:54:42] 今度そのメールが届いたら
[01:54:42 - 01:54:45] データをダウンロードしてみるかというところで
[01:54:45 - 01:54:52] カテゴリーは入荷実績と発送確定と最後データ
[01:54:52 - 01:54:56] この入荷実績は先ほどの入荷した実績である
[01:54:56 - 01:55:03] はい、出ます
[01:55:03 - 01:55:05] 中身については
[01:55:05 - 01:55:08] これは発送確定、これは出荷作業の質問です
[01:55:08 - 01:55:13] 最後、最後データというのも
[01:55:13 - 01:55:17] 在庫データは出しても出さなくてもどちらでも
[01:55:17 - 01:55:21] ストックが在庫
[01:55:21 - 01:55:24] シップレスが出荷作業
[01:55:24 - 01:55:26] これはCVというのが
[01:55:26 - 01:55:27] 入荷になります
[01:55:27 - 01:55:39] これが入荷実績データになります
[01:55:39 - 01:55:42] このように
[01:55:42 - 01:55:44] これはちょっとごめんなさい
[01:55:44 - 01:55:46] 商品名称は便利で
[01:55:46 - 01:55:48] こういう風にさせていただいておりますが
[01:55:48 - 01:55:48] 今日は
[01:55:48 - 01:55:52] 今日の有感実績についてはこれです
[01:55:52 - 01:55:54] ごめんなさいこれストックですね
[01:55:54 - 01:55:55] 在庫データがあります
[01:55:55 - 01:55:58] 先ほど言ってた通り在庫数と
[01:55:58 - 01:56:00] 有効在庫の数がここに載っております
[01:56:00 - 01:56:02] 合わせて製造番号も
[01:56:02 - 01:56:04] 0002が
[01:56:04 - 01:56:05] 2個あるなと
[01:56:05 - 01:56:07] 3個あって
[01:56:07 - 01:56:17] いつのタイミングでこれ確定のタイミング じゃないんですか
[01:56:17 - 01:56:22] 確定したらこういうコールになるよ っていうふうに説明しましたが
[01:56:22 - 01:56:27] 確定した後に出したんですけど ちょっとなんかこれ
[01:56:27 - 01:56:30] 挙動は後でまた教えていただければ
[01:56:30 - 01:56:32] 分かったそっち
[01:56:32 - 01:56:35] あぶなさんそっちまだ確定してない
[01:56:35 - 01:56:37] はい、多分そっちの部分だと思います。
[01:56:37 - 01:56:39] じゃあ大丈夫ですね。
[01:56:39 - 01:56:41] イレギュラーラボリューム、ストック。
[01:56:41 - 01:56:46] これが入荷実績データになります。
[01:56:48 - 01:56:52] このような情報が入荷実績として確認いただけます。
[01:56:52 - 01:57:06] その他出荷の分は
[01:57:06 - 01:57:08] 温暖装置をしていることもあるので
[01:57:08 - 01:57:10] 追跡番号が入っていません
[01:57:10 - 01:57:13] というような情報が入ります
[01:57:15 - 01:57:17] 資料は国有に下さる
[01:57:17 - 01:57:32] なので、悟空システムはお客様管理箱のオーダーナンバーとトイレット箱なのかなと思っておりますので、ここでちょっとご確認いただければなと思います。
[01:57:37 - 01:57:42] では、最後になります。
[01:57:42 - 01:57:49] すみません、ちょっとお渡ししたいけど、質問も入っているので、その部分で。
[01:57:49 - 01:57:56] 最後、Rejectになります。今度はRejectの項目になりますので。
[01:58:00 - 01:58:01] 入れますね。
[01:58:01 - 01:58:02] はい、お願いします。
[01:58:09 - 01:58:10] 入りました。
[01:58:12 - 01:58:21] デジェクトCGをちょっと確認してもらって
[01:58:21 - 01:58:26] 1つをピッチでペタした方がいいのか
[01:58:26 - 01:58:28] やめてあげるかも
[01:58:28 - 01:58:32] バカンとあれか
[01:58:32 - 01:58:36] 検品の時にピッチができないので
[01:58:36 - 01:58:40] 1個止めるので
[01:58:40 - 01:58:42] はい、1個言ってもらう方がいいですか?
[01:58:42 - 01:58:47] じゃあちょっとこれ、リジェクト、先ほど画面上でキャンセルができるというところで
[01:58:47 - 01:58:50] 2件出荷指示データを投入しました
[01:58:50 - 01:58:54] 1個はそのままいって、1個を止めるというふうなところで
[01:58:54 - 01:58:57] この出荷検品の時にはじくようになります
[01:58:57 - 01:58:59] このリジェクトを登録しておくと
[01:58:59 - 01:59:01] 出荷検品の時に読んでいくと
[01:59:01 - 01:59:05] これキャンセルなので確認してください
[01:59:05 - 01:59:07] みたいなアラートメッセージが出ますので
[01:59:07 - 01:59:09] それをご紹介してもらいます。
[01:59:37 - 01:59:41] すっごい遅く感じますけど、これ、
[01:59:41 - 01:59:42] Wi-Fiが悪いんですよ。
[01:59:42 - 01:59:44] すっごいテンポ悪いんですよ、今。
[01:59:44 - 01:59:46] この部屋。
[01:59:48 - 01:59:50] もうちょい早いんですよ。
[01:59:50 - 01:59:54] 我々も触ってて、レスポンスは普段良いっていうのは分かってるんで。
[01:59:54 - 01:59:56] ありがとうございます。
[02:00:07 - 02:00:08] キャンセルしてもらいます
[02:00:08 - 02:00:11] どっちでもいいです
[02:00:11 - 02:00:14] いきました
[02:00:14 - 02:00:32] 出荷のとこ
[02:00:32 - 02:00:32] ごめんなさい
[02:00:32 - 02:00:36] 出荷の一番下の
[02:00:36 - 02:00:39] この下パネルを入れます。
[02:00:39 - 02:00:41] レジェクトシーズンです。
[02:00:41 - 02:00:42] はい。
[02:00:42 - 02:00:44] わかりました。
[02:00:44 - 02:00:47] これはドックンからの情報取り込んだアプリですね。
[02:00:47 - 02:00:48] はい。はい。
[02:00:48 - 02:00:51] 今この状態だと思います。
[02:00:51 - 02:00:53] で、検索してみます。
[02:00:53 - 02:00:54] はい。
[02:00:54 - 02:00:56] で、メッセージですね。
[02:00:56 - 02:00:59] これを…
[02:00:59 - 02:01:01] アンセルしてみます。
[02:01:01 - 02:01:03] あ。
[02:01:03 - 02:01:04] そうか。
[02:01:04 - 02:01:05] 残ってた。
[02:01:05 - 02:01:08] 残ってましたね
[02:01:08 - 02:01:10] OD何番だったんですか
[02:01:10 - 02:01:14] 0042と0043
[02:01:18 - 02:01:20] じゃあ4001
[02:01:20 - 02:01:22] 4001と4001
[02:01:22 - 02:01:27] 例えばここに電球反応を打ち込むことができます
[02:01:27 - 02:01:30] あとはもうちょっとだけしてもいいですか
[02:01:30 - 02:01:38] このジェットの出荷を求めます
[02:01:38 - 02:01:40] チェックを入れて
[02:01:40 - 02:01:47] という状態で
[02:01:47 - 02:01:52] この出荷検品をした場合どうなるかというところを
[02:01:52 - 02:01:52] 今
[02:01:52 - 02:01:56] どっちかというと
[02:01:56 - 02:01:56] そうですね
[02:01:56 - 02:02:07] 2を止めた
[02:02:07 - 02:02:09] これちょっと今
[02:02:09 - 02:02:11] 完了しました
[02:02:11 - 02:02:13] こっち完了です
[02:02:16 - 02:02:17] これはその場
[02:02:17 - 02:02:20] 根本に流れていきます
[02:02:20 - 02:02:30] これを読んだらキャンセルされていますという風に出て
[02:02:30 - 02:02:33] 出荷を止めることができます
[02:02:33 - 02:02:42] これはこの後も作業を進めることができないので
[02:02:42 - 02:02:44] 一旦どっか別のところに置いて
[02:02:44 - 02:02:47] 保管後の出荷を終わらせていくということになるんですけど
[02:02:47 - 02:02:49] 一旦このようになりますが
[02:02:49 - 02:02:53] 一つ注意していただきたいのは
[02:02:53 - 02:02:57] 先ほどステータスが納品書確認というところが
[02:02:57 - 02:03:01] 倉庫側の作業の最終地点であると
[02:03:01 - 02:03:04] つまりその前だったらできるということなんです
[02:03:04 - 02:03:09] なので一旦ここで呼び出してもらったときに
[02:03:09 - 02:03:10] 出てくるんですよね
[02:03:10 - 02:03:16] それ以降に進んだやつはもう出てきませんので
[02:03:16 - 02:03:19] その場合はすぐに電話ください
[02:03:19 - 02:03:20] 止められるか止められないかっていうのは
[02:03:20 - 02:03:25] そこでまた電話口で判断させていただきますので
[02:03:25 - 02:03:27] ディレクト指示ができるのが
[02:03:27 - 02:03:29] ステータスピック済みの状態の
[02:03:29 - 02:03:33] 止められる対象のものしか出てこないので
[02:03:33 - 02:03:40] ピック前だったら可能
[02:03:40 - 02:03:41] 認識でいいですね
[02:03:41 - 02:03:42] 簡単に言えば
[02:03:42 - 02:03:45] なので今これピック済みというのは
[02:03:45 - 02:03:46] 引き当てして
[02:03:46 - 02:03:50] 今これ、この状態であるというところなので
[02:03:50 - 02:03:56] これ1個進んだら今度納品書確認っていうふうになりますので
[02:03:56 - 02:03:58] ピック組までだと、になったらもう間に合わない?
[02:03:58 - 02:04:00] いや、間に合います。
[02:04:00 - 02:04:03] デジクト指示で、メニューで出てくるパソコンが
[02:04:03 - 02:04:07] 出てこない。出てこなかったら電話?
[02:04:07 - 02:04:11] そうそう、出てこなかったら電話くださいね。
[02:04:11 - 02:04:13] そこでご案内させていただきます。
[02:04:13 - 02:04:22] まだいけますなのか、ごめんなさい、もう流れちゃいましたなのか、というところが
[02:04:23 - 02:04:29] という機能もありますので、ご活用いただければと思っております。
[02:04:29 - 02:04:35] 止められたものは、また元の検討、その場の方に戻しますので。
[02:04:35 - 02:04:38] これも戻していくんですけど、
[02:04:39 - 02:04:42] デジクトですね。
[02:04:43 - 02:04:49] 今度は最終的にこの出荷作業が終わったら
[02:04:49 - 02:04:51] これは別場所に置いてあって
[02:04:51 - 02:04:55] これを片付けるというところがありまして
[02:04:55 - 02:04:56] これもハンディで行います
[02:04:56 - 02:04:59] 穴戻しというつもりです
[02:04:59 - 02:05:04] これも同じくこれを読みます
[02:05:04 - 02:05:07] 商品を読みます
[02:05:07 - 02:05:11] そしたらロケーションキーに行きまして
[02:05:11 - 02:05:17] 実はこの下に小さくどこから持ってきたかというロケーションが出ますので
[02:05:17 - 02:05:23] 同じ場所に010201から持ってきているのでそこに戻します
[02:05:23 - 02:05:33] ここのロケのバーコーブを入れればWMSにまだ持っていけますので
[02:05:33 - 02:05:40] はい、これでキャンセルの作業が終わっています。
[02:05:40 - 02:05:45] 試験は全部終わりますね。ありがとうございます。
[02:05:45 - 02:05:51] 実際にやってみると動きが見えるので、非常に理解が高まりましたということですね。
[02:05:51 - 02:05:55] この後のタスクとしては、どのようなタスクがありますでしょうか?
[02:05:55 - 02:06:02] この後、10月1日をカットオーバーとさせていただいておりまして、
[02:06:02 - 02:06:05] 本番環境がリリースになります
[02:06:05 - 02:06:11] すぐURLですとか本番環境のものを
[02:06:11 - 02:06:13] すぐお知らせさせていただきますので
[02:06:13 - 02:06:19] 本番環境には今一応テスト環境から
[02:06:19 - 02:06:23] 移行できる情報と移行できない情報があります
[02:06:23 - 02:06:27] 移行できないものについては
[02:06:27 - 02:06:32] 品目マスターとユーザーマスター
[02:06:32 - 02:06:37] こちらは今テスト環境に登録していても
[02:06:37 - 02:06:40] そのまま移行されないものになりますので
[02:06:40 - 02:06:45] まず御社の方で商品マスターをご準備いただくと
[02:06:45 - 02:06:48] ユーザーマスターもご準備いただくと
[02:06:48 - 02:06:50] 今ちょっとせっかく入れてもらったんですけど
[02:06:50 - 02:06:55] また本番環境は本番環境で新たに入れる必要があります
[02:06:55 - 02:06:57] その他のデータというのは移行されます
[02:06:57 - 02:06:59] ロゴも
[02:06:59 - 02:07:03] ロゴも今JPEGを準備していただきましたので
[02:07:03 - 02:07:07] それをホームワークアドバイスにしていただければなと思います
[02:07:07 - 02:07:10] それが終わりましたら
[02:07:10 - 02:07:15] 今度10月1日の前の日
[02:07:15 - 02:07:18] 9月30日の出荷後に
[02:07:18 - 02:07:19] 今ある在庫
[02:07:19 - 02:07:23] 最終的なこの在庫をWMSに計上していきます
[02:07:23 - 02:07:24] これは我々の方でやりますので
[02:07:24 - 02:07:29] 最終的に5月30日の出荷後に在庫を数えて
[02:07:29 - 02:07:31] 私たちの方に入荷予定データを作って
[02:07:31 - 02:07:33] それを購入していきます
[02:07:33 - 02:07:38] そこからもう完全にWMSでの運用が始まると
[02:07:38 - 02:07:43] 中学生たち午前中に出荷指示データを
[02:07:43 - 02:07:46] お医者の方でアップロードしていただいて
[02:07:46 - 02:07:50] WMSからの出荷作業というのがスタートになります
[02:07:50 - 02:07:56] そこまでの今はちょっとWMSの環境のお話なんですけれども
[02:07:56 - 02:08:00] 次が倉庫内の環境を今からちょっと整えていきます
[02:08:00 - 02:08:06] このような形で今段ボールで作りましたけど
[02:08:06 - 02:08:07] これロケーションのパーコードです
[02:08:07 - 02:08:11] これ入荷するときとかコピーって呼んだり
[02:08:11 - 02:08:13] 今リジェクト戻すときのこのロケのパーコード
[02:08:13 - 02:08:19] こういうのは私たちの方で準備して棚に貼っていくと
[02:08:19 - 02:08:29] というような作業と、あと商品に貼る箱を ご準備いただければ我々の方で貼りますので
[02:08:29 - 02:08:33] ちなみにもし貼ってもらうとなった場合は いつ頃までにするんですか?
[02:08:33 - 02:08:35] えっと、どうかな?
[02:08:35 - 02:08:37] 感謝が一番辛いと思う
[02:08:37 - 02:08:43] そうですね、なんでか早くいただけると助かるは助かるんですが
[02:08:43 - 02:08:50] 今のこれで聞いたらさ、うちの品番だけじゃなくて、このWMSの商品コースのバーコードがいるってことだよね。
[02:08:50 - 02:08:52] そうですね。
[02:08:52 - 02:08:55] うちの品番がWMSの品番イコールになっている。
[02:08:55 - 02:08:58] イコールなんだ。今日テストのデータなんだよ。
[02:08:58 - 02:09:01] じゃあ、すぐにでも出せるんじゃない?
[02:09:01 - 02:09:03] まあ、そうですね。
[02:09:03 - 02:09:07] 今週、浅藤さんの納入もまた入ってくるんで。
[02:09:07 - 02:09:12] それは、一旦バーコード無しで、こっちで貼るみたいなイメージ。
[02:09:12 - 02:09:17] もし遅れたら、浅藤さんにも送ってしまうと。 助かります。
[02:09:17 - 02:09:21] で、今希望って言ったの? 言ってない。
[02:09:21 - 02:09:25] えっと、すっごい希望言っていいですか? 26だったらめっちゃありがたいです。
[02:09:25 - 02:09:31] はい、大丈夫でしょう。 もう俺渡したよな、バーカボンと。
[02:09:31 - 02:09:36] あのままでいいんだな。 それでいいか確認してもらって。
[02:09:36 - 02:09:39] 今ちょっと、読取チェックこれでできるので。
[02:09:39 - 02:09:42] これ、データはサンプルですけど
[02:09:42 - 02:09:43] ありがとうございます
[02:09:49 - 02:09:51] このままいけますかね
[02:09:51 - 02:09:52] いけそうですね
[02:09:52 - 02:09:57] コード128でAD…ちょっと読んでいってもいいですか
[02:09:57 - 02:10:04] ADO00020A-CIKI
[02:10:04 - 02:10:06] いけます、いけます、大丈夫です
[02:10:06 - 02:10:08] コード1,2,8でした?
[02:10:08 - 02:10:10] コード1,2,8でした
[02:10:10 - 02:10:12] コード1,2,8でした
[02:10:12 - 02:10:15] 品目マスターにも一応入れなきゃダメなんですよ
[02:10:15 - 02:10:17] 3,9で入れてたから
[02:10:17 - 02:10:19] 3,9で入れても大丈夫です
[02:10:19 - 02:10:24] 結局桁と計算方法が違うだけだから
[02:10:24 - 02:10:27] 1,2,8と3,9
[02:10:27 - 02:10:32] 26着ぐらいがいいってことですよね
[02:10:32 - 02:10:34] 26ポイント
[02:10:34 - 02:10:43] あれこれに行きますね。 明日帰ってからもしくは明日もその人に言い掛かって
[02:10:43 - 02:10:51] 明日出荷すれば。 26をちょっと丸々掛けている。 あらすいません。すいません。
[02:10:51 - 02:11:01] ここいないよ。いない。 間に合うかな。まあ俺一人で。 最悪、僕27、28で行って出勤なんで。
[02:11:01 - 02:11:05] ちくちく貼りに行きますので大丈夫です。
[02:11:05 - 02:11:15] その間にロケーションの準備もあるので、今週、来週は29、30までは準備でいようかなと思っています。
[02:11:15 - 02:11:19] そういった配置たちで進めていきたいなと思います。
[02:11:19 - 02:11:24] もう様式データはあるし、この前渡したっけ、ピーターさん。
[02:11:24 - 02:11:26] じゃあ渡したらすぐできるからさ。
[02:11:26 - 02:11:33] 今のこの見本のサンプルのワークボードのシールを 商品に貼っていくやつですよね
[02:11:33 - 02:11:36] あれ、どこに、らげんに貼るとかしてありますか?
[02:11:36 - 02:11:37] え?どこに?
[02:11:37 - 02:11:41] だから右下のあたりとか、何かその辺りだと あるかと思います
[02:11:41 - 02:11:42] はい
[02:11:42 - 02:11:44] これはあとカバンですかね
[02:11:44 - 02:11:45] カバンね
[02:11:45 - 02:11:46] そうですね
[02:11:46 - 02:11:48] 今ちょっとそこを見ますか?
[02:11:48 - 02:11:49] あ、そうですね
[02:11:49 - 02:11:51] すみません、言っただけ私だから
[02:11:51 - 02:11:53] 話を知らないだけのことなんですけど
[02:11:53 - 02:11:57] 出荷出たら投入タイミングってだいたい?
[02:11:57 - 02:12:01] 一応今って1時半以降にお願いしますって言っているので
[02:12:01 - 02:12:06] うちが注文その日の注文当日が1時までなんですって受け付けてるのか
[02:12:06 - 02:12:12] だから多分1時以降に佐藤さん国府からWFで
[02:12:12 - 02:12:17] 一旦今の作業をちょっと申し上げさせていただくと
[02:12:17 - 02:12:20] 午前中に1回確認してるんですね国府室で
[02:12:20 - 02:12:29] 午前中の作業を一旦やって、最終的にはその1時半にもう一回確認するっていう作業なんですけど、
[02:12:29 - 02:12:35] 1日2回いただくことって難しいですかね?
[02:12:35 - 02:12:39] まだ全然自動化できてないからね。 勝手にやることになるんだけど。
[02:12:39 - 02:12:41] 勝手にやることに合う、自動化できるまでは。
[02:12:41 - 02:12:46] 朝1時と1時過ぎぐらいにもう一回見てる。
[02:12:46 - 02:12:49] 草はいつも何時くらいのご出社なんていうんですか?
[02:12:49 - 02:12:52] 9時からな、そのとき前
[02:12:52 - 02:12:57] なんで、朝からさ、今発送の時点で発送してるんで
[02:12:57 - 02:13:00] 発送すぎだけど
[02:13:00 - 02:13:03] 9時半まじで送れるかなっていう感じ
[02:13:03 - 02:13:06] 分かりました、朝1時9時半まで
[02:13:06 - 02:13:07] 9時半頃、頃
[02:13:07 - 02:13:12] で、午後は1時半頃ですね
[02:13:12 - 02:13:15] 9時半と1時半頃ということで
[02:13:15 - 02:13:21] 先ほど紹介しました、ここの
[02:13:21 - 02:13:25] この上積みになるか確認しましたが、上積みになりました。
[02:13:25 - 02:13:27] ありがとうございます。
[02:13:27 - 02:13:29] 関係ないことはないというところですね。
[02:13:29 - 02:13:31] タイトルが入ってなかったら上積み。
[02:13:31 - 02:13:32] そうです。
[02:13:32 - 02:13:33] 承知しました。
[02:13:33 - 02:13:36] すみません、一点ちょっと確認なんですけど、
[02:13:36 - 02:13:41] 移行のできないものをひもマスター、ユーザーマスターのデータってことなんですけど、
[02:13:41 - 02:13:43] これいつの時点で入れればいいんですか?
[02:13:43 - 02:13:49] 今、本番書きをお渡ししたら、もう入れていただいて結構です。
[02:13:49 - 02:13:51] 4人曜日くらいって決めてます。
[02:13:51 - 02:13:53] あ、じゃあ月内にっていう感じですか。
