[00:00 - 00:01] 2月20日からなんでね
[01:17:12 - 01:17:15] お二人の中で一回読み合わせないしして
[01:17:15 - 01:17:18] 今の動きだったらこうなるんじゃないかとか
[01:17:18 - 01:17:19] あとこれをやって
[01:17:19 - 01:17:22] 俺たちは一体何を何本売ったら
[01:17:22 - 01:17:24] これぐらい儲かるんだっていうのを
[01:17:24 - 01:17:26] ちゃんと試算した方がいい
[01:17:26 - 01:17:28] とりあえずやろうはダメ
[01:17:28 - 01:17:31] まず自分たちがいくら儲けたいか
[01:17:31 - 01:17:34] 早く借金を返したい
[01:17:34 - 01:17:40] そしたらその借金を返せる額にするには何を何本も出さないといけない
[01:17:40 - 01:17:42] をやっぱりちゃんと目標を作る
[01:17:42 - 01:17:45] しないと感覚で商売やってちゃダメ
[01:17:45 - 01:17:47] はい分かりました
[01:17:47 - 01:17:51] あとでちょっと振り合わせしましょう
[01:17:51 - 01:17:54] もう一回見てください
[01:17:54 - 01:17:58] 2の2はいいんだね
[01:17:58 - 01:18:03] 要するにこのプログラムに対してのあれですから
[01:18:03 - 01:18:06] あくまでこのプログラムだけの中での話
[01:18:06 - 01:18:06] そうそうそう
[01:18:06 - 01:18:07] 分かりました
[01:18:07 - 01:18:12] だからアイシャドラックとしての販売行動を制約するものじゃない
[01:18:12 - 01:18:13] はい分かりました
[01:18:13 - 01:18:15] あなたのプログラムAを適用する場合において
[01:18:15 - 01:18:18] こういう行動はしてくださるなって
[01:18:18 - 01:18:20] 分かりました
[01:18:20 - 01:18:23] はいありがとうございました
[01:18:23 - 01:18:31] あとは年間の年次値引きってのはやってるの?
[01:18:32 - 01:18:34] 表抜き見せかけはあります
[01:18:34 - 01:18:37] その辺は何と言ってんの?
[01:18:37 - 01:18:43] 要はいつも4000で売ってる商品があるじゃないですか
[01:18:43 - 01:18:47] 割引の時は元値を4300にして割引してるってことですよね
[01:18:47 - 01:18:48] Amazonによくあるでしょ
[01:18:48 - 01:18:48] ありますね
[01:18:48 - 01:18:53] ただその中で僕が今ずっと言ってたのは
[01:18:53 - 01:18:59] MPSはそれにしてもやっぱりちょっと利益が少ないから
[01:18:59 - 01:19:00] それは嫌だなって言ったら
[01:19:00 - 01:19:03] それは入り口商品だからっていう説明があったんで
[01:19:03 - 01:19:08] 分かるけどと半分なとこ半分なとこしてない感じです
[01:19:08 - 01:19:11] 分かった
[01:19:11 - 01:19:14] いやそれはもうさっきからの話だから
[01:19:14 - 01:19:17] そこはちょっと一体
[01:19:17 - 01:19:22] そうくるのであればこっちはこうしなきゃいけないねとか
[01:19:22 - 01:19:24] 考えなきゃいけないかなと思ってます
[01:19:24 - 01:19:27] あんまり敵対的な考えにしなくて
[01:19:27 - 01:19:29] 敵対じゃないですよ
[01:19:29 - 01:19:31] そうじゃなくてやっぱりね
[01:19:31 - 01:19:34] ただそっちに流れてるんですよ本当に
[01:19:34 - 01:19:36] こっちにもねやっぱくるんですよ
[01:19:36 - 01:19:38] アダマスさんで3分説得ですけど
[01:19:38 - 01:19:40] 使い方が
[01:19:40 - 01:19:43] はいみたいな感じなのはあるので
[01:19:43 - 01:19:44] お互い様
[01:19:44 - 01:19:46] そうお互い様それはあるので
[01:19:46 - 01:19:49] やっぱりそこがちょっと最近僕のネックだった
[01:19:49 - 01:19:52] それは本当にプラグラムBじゃないと解消できると思う
[01:19:52 - 01:19:54] 今後の話ですね
[01:19:54 - 01:19:55] 今後だね
[01:19:55 - 01:19:55] 分かりました
[01:19:55 - 01:20:00] なれば今何をどうするのかっていうのはちょっと考えなきゃいけないので
[01:20:00 - 01:20:01] いやもう1
[01:20:01 - 01:20:04] 現状までの売れてるやつで
[01:20:04 - 01:20:06] いくらぐらい儲かりそうかっていうので
[01:20:06 - 01:20:07] とっとと広告出す
[01:20:07 - 01:20:10] はい
[01:20:10 - 01:20:12] じゃあちょっと考えましょう
[01:20:12 - 01:20:15] 効果測定もしなきゃいけないし
[01:20:15 - 01:20:22] 会長側からすると多分税理士からのバランスシートだけがやっぱり出てきてしまうので
[01:20:22 - 01:20:27] 税理士の悪いところって基本的に金の動きは見てるんだけど
[01:20:27 - 01:20:31] 物を売るとかってことを考えることがない人たちが結構あるので
[01:20:31 - 01:20:37] そこはね多分今回の話の中で言うと固定費が上がってるじゃないかみたいな話は絶対出てくるんだけど
[01:20:37 - 01:20:40] そこはもう臆せずに見てください
[01:20:40 - 01:20:43] あの人たち固定費が上がってすぐに何か売ってくるんで
[01:20:43 - 01:20:53] 戦略であるというところ。その戦略は長居君が考えないといけないからさ。
[01:20:53 - 01:20:58] 分からないことは松下さんから相談するしかないわね。
[01:20:58 - 01:21:00] それは今後も。
[01:21:00 - 01:21:06] 俺はこっちの方じゃなくて、赤子と一緒だからさ。
[01:21:06 - 01:21:09] なんでこの手使わんの無理よ。
[01:21:09 - 01:21:15] 今はとりあえずどうしたら、なんでこうなるのかっていうのを説明する動画に注視しようと思ってますよ、最近は。
[01:21:15 - 01:21:17] でもほら、コマーシャルはいいの。
[01:21:17 - 01:21:26] コマーシャルやります。それもやるし、動画の内容はそれでいくし、だから車入れてくれっていうのもそうだし、AI使うのもそうだし。
[01:21:26 - 01:21:29] あらゆる手段を取らないと。
[01:21:29 - 01:21:32] シェアしてねっていうのは今後入れなきゃいけないって話ですね。
[01:21:32 - 01:21:36] それはどっちにしろTikTokとかYouTubeでもあったらあったでいいんで。
[01:21:36 - 01:21:43] いっぱいその辺をね、まず調べていかなきゃダメだと思ってます。
[01:21:43 - 01:21:50] だからうちも最近中性的でシェアしてもらいやすい内容に変えてるのよ、どうも内容をね。
[01:21:50 - 01:21:52] はい。
[01:21:52 - 01:21:54] ありがとうございます。
[01:21:54 - 01:21:56] 入ります!
[01:21:56 - 01:22:00] すみませんね。3時間半くらいの旅。
[01:22:00 - 01:22:03] 1時間半のお話で。
